cpc_id;query;variant;qid;label;description;aliases;lang
G07149;Giulio Giunchi;no;;;;;
B10102;Natale Bevacqua;no;;;;;
B00561;Aroldo Baggiani;no;;;;;
G05571;Ivo Guelfo Giatti;no;;;;;
G05571;Ivo Giatti;yes;;;;;
G05571;Guelfo Giatti;yes;;;;;
C08924;Rosario Cerantonio;no;;;;;
G09685;Gaetano Grondona;no;;;;;
C01981;Genesio Campora;no;;;;;
F00828;Maurizio Faino;no;;;;;
P03574;Giuseppe Passafiume;no;;;;;
D07386;Francesco Doldi;no;;;;;
P05663;Cesare Pera;no;;;;;
F06228;Mariano Formiconi;no;;;;;
T01122;Augusto Tartufari;no;;;;;
M13432;Romeo Monesi;no;;;;;
C04520;Luigi Carleschi;no;;;;;
D01325;Francesco Dallo;no;;;;;
B07919;Giovanni Bergamo;no;;;;;
G10637;Luigi Guerra;no;;;;;
V04950;Vittorio Volpi;no;Q93226125;Vittorio Volpi;Italian librarian (born 1953);[];it
V04950;Vittorio Volpi;no;Q111576996;Vittorio Volpi;Italian businessman (born 1939);[];it
V04950;Vittorio Volpi;no;Q111576853;Vittorio Volpi;Italian psychoanalyst (1936-1998);[];it
V04950;Vittorio Volpi;no;Q104093626;"Vittorio Volpi; DOC: Dizionario delle opere classiche";scholarly article published in Bollettino AIB;[];it
V01182;Emilio Vannucci;no;;;;;
B18972;Augusto Buffa;no;;;;;
N00356;Giuseppe Nardelli;no;Q23857270;Giuseppe Nardelli;Italian military personnel;[];it
N00356;Giuseppe Nardelli;no;Q63383153;Giuseppe Nardelli;;[];it
D03145;Antonio De Munari;yes;;;;;
T05074;Silvio Trevenzoli;no;;;;;
G07287;Angelo Giusti;no;Q3617028;Angelo Giusti;;[];it
G07287;Angelo Giusti;no;Q3617026;Angelo Giusti;Italian jockey;[];it
G07287;Angelo Giusti;no;Q25999390;Angelo Giustiniani;Roman Catholic bishop;[];it
G07287;Angelo Giusti;no;Q2849284;Ange Justiniani;Roman Catholic bishop;['Angelo Giustiniani'];it
G07287;Angelo Giusti;no;Q61065149;Angelo Giustiniano;;[];it
F03018;Luigi Ferrarese;no;Q3839622;Luigi Ferrarese;Italian physician (1795-1855);[];it
M04951;Attilio Marinato;no;;;;;
B04190;Alfredo Bartolozzi;no;;;;;
C15774;Francesco Cortinovis;no;Q126919550;Francesco Cortinovis;;[];it
R01478;Carlo Ravagni;no;;;;;
M05469;Lino Marocchi;no;;;;;
G07845;De Silva Giacomo Gomez;no;;;;;
G07845;De Gomez;yes;;;;;
G07845;Silva Gomez;yes;Q73073079;Adriana Berenice Silva Gómez;researcher;['Silva Gómez A'];it
G07845;Giacomo Gomez;yes;;;;;
U00361;Alessandro Urbani;no;;;;;
C00339;Cesare Cagnata;no;;;;;
N00173;Francesco Nanni;no;Q59653007;Francesco Nanni;Sammarinese sport shooter;[];it
N00173;Francesco Nanni;no;Q133007549;Francesco Nanni;;[];it
N00173;Francesco Nanni;no;Q160030;Pius III;pope of the Catholic Church from 22 September to 18 October 1503;['Francesco Nanni Todeschini Piccolomini'];it
N00173;Francesco Nanni;no;Q104684587;Francesco Nannini;researcher;[];it
C05007;Pietro Caroli;no;;;;;
B16475;Leopoldo Bracali;no;;;;;
L00004;Antonio La Barbera;no;;;;;
A02124;Giuseppe Altieri;no;Q89931479;Giuseppe Altieri;Italian agronomist (1958-);[];it
B03039;Fulvio Barca;no;;;;;
B07980;Plinio Bergo;no;;;;;
B09862;Arcibaldo Besutti;no;;;;;
B15316;Arnaldo Borsetto;no;;;;;
C02904;Carlo Capannuccia;no;;;;;
C12812;Giuseppe Cocon;no;;;;;
M04293;Leone Marcomini;no;;;;;
P04193;Riccardo Pavanello;no;;;;;
P04901;Ruggero Pelà;no;;;;;
S03288;Giacomo Scabia;no;;;;;
N00471;Nardino Nardini;no;;;;;
A00046;Pietro Davide Abba;no;;;;;
A00046;Pietro Abba;yes;Q1850396;Pietro Abbà Cornaglia;Italian musician (1851–1894);[];it
A00046;Pietro Abba;yes;Q3710198;Pietro Abbati Marescotti;Italian mathematician;[];it
A00046;Pietro Abba;yes;Q123152764;Pietro Abbadessa;;[];it
A00046;Davide Abba;yes;Q109653034;Davide Abbatescianni;"Italian journalist; film critic";[];it
A00046;Davide Abba;yes;Q130940805;Davide Abbattista;researcher;[];it
A00250;Galliano Acconci;no;;;;;
A00495;Giuseppe Adorni;no;Q56007147;Giuseppe Adorni;;[];it
A00576;Gino Manlio Federico Aglietti;no;;;;;
A00576;Gino Aglietti;yes;;;;;
A00576;Manlio Aglietti;yes;;;;;
A00576;Federico Aglietti;yes;;;;;
A00581;Giovanni Francesco Aglietto;no;;;;;
A00581;Giovanni Aglietto;yes;;;;;
A00581;Francesco Aglietto;yes;;;;;
A00620;Stefano Agnese;no;;;;;
A00754;Giuseppe Agostini;no;Q99147603;Giuseppe Agostini;"Italian organist; conductor and composer (1930-2020)";[];it
A00754;Giuseppe Agostini;no;Q47410665;Giuseppe Agostini;(1890 - 1971) composer and conductor;[];it
A00754;Giuseppe Agostini;no;Q19862970;Giuseppe Agostini;Italian tenor (1874-1951);[];it
A00754;Giuseppe Agostini;no;Q71592116;Giuseppe Agostini;"Italian Jesuit teacher; 1573?–1643";[];it
A00754;Giuseppe Agostini;no;Q47410805;Giuseppe Agostini;Wikimedia disambiguation page;[];it
A00754;Giuseppe Agostini;no;Q1348867;Giuseppe Vasi;Italian architect and engraver (1710–1782);['Giuseppe Agostini Vasi'];it
A00802;Andrea Agottani;no;;;;;
A00818;Ario Agretti;no;;;;;
A00864;Faustino Aiardi;no;;;;;
A01054;Girolamo Vincenzo Albanese;no;;;;;
A01054;Girolamo Albanese;yes;Q16487697;Girolamo Albanese;Italian architect;[];it
A01054;Girolamo Albanese;yes;Q139122265;Girolamo Albanese;;[];it
A01054;Vincenzo Albanese;yes;Q23851295;Vincenzo Albanese;Italian bicycle racer;[];it
A01054;Vincenzo Albanese;yes;Q29558014;Vincenzo Albanese;Wikimedia disambiguation page;[];it
A01086;Luigi Albani;no;Q869358;Luigi Albani;Italian footballer;[];it
A01329;Giovanni Alberto;no;Q61464;Duke Johann Albrecht of Mecklenburg-Schwerin;German monarch and explorer (1857–1920);['Giovanni Alberto di Meclemburgo-Schwerin'];it
A01329;Giovanni Alberto;no;Q534948;John Albert Vasa;Catholic cardinal;['Giovanni Alberto Vasa'];it
A01329;Giovanni Alberto;no;Q668049;"John Albert I; Duke of Mecklenburg";duke of Mecklenburg-Güstrow and Mecklenburg-Schwerin;['Giovanni Alberto I di Meclemburgo-Schwerin'];it
A01329;Giovanni Alberto;no;Q571404;"John Albert II; Duke of Mecklenburg";"Co-ruler of Mecklenburg; later ruler of Mecklenburg-Güstrow";['Giovanni Alberto II di Meclemburgo-Güstrow'];it
A01329;Giovanni Alberto;no;Q174633;Giovanni Alberto Ristori;Italian opera composer and conductor;[];it
A01329;Giovanni Alberto;no;Q359466;Giovanni Alberto Badoer;Italian cardinal;[];it
A01329;Giovanni Alberto;no;Q3106984;Giovanni Alberto Agnelli;Italian entrepreneur;[];it
A01329;Giovanni Alberto;no;Q71301464;Giovanni Alberto Cecconi;Italian historian (1960-);[];it
A01329;Giovanni Alberto;no;Q3766365;Giovanni Albertoni;Italian sculptor (1806-1887);[];it
A01329;Giovanni Alberto;no;Q3767441;Giovanni Gualberto de Soria;Italian philosopher (1707-1767);['Giovanni Alberto De Soria'];it
A01329;Giovanni Alberto;no;Q41568834;Giovanni Alberto Colombo;(1708-1777);[];it
A01329;Giovanni Alberto;no;Q3608142;Alberto Bechi Luserna;Italian officer and writer (1904-1943);['Giovanni Alberto Bechi Luserna'];it
A01329;Giovanni Alberto;no;Q98681546;Giovanni Alberto Albicante;;[];it
A01329;Giovanni Alberto;no;Q115109974;Pista Gianni A. Agnelli;"ski slope in Kronplatz; Italy";['Giovanni Alberto Agnelli'];it
A01329;Giovanni Alberto;no;Q134294504;Giovanni Alberto Chaves-Portilla;;[];it
A01329;Giovanni Alberto;no;Q19357553;Giovanni Albertocchi;Italian literary critic;[];it
A01329;Giovanni Alberto;no;Q93435904;Giovanni Alberto Tumermani;;[];it
A01329;Giovanni Alberto;no;Q55915641;Giovanni Alberto de' Grandi;Roman Catholic bishop;[];it
A01329;Giovanni Alberto;no;Q102391359;Giovanni A. Maitreya Orlando;Dottore 1992;['Giovanni Alberto Maitreya Orlando'];it
A01329;Giovanni Alberto;no;Q20002543;Giovanni Alberto Lorandi;;[];it
A01336;Ugo Albertozzi;no;;;;;
A01455;Giovan Battista Aldi;no;;;;;
A01455;Giovan Aldi;yes;;;;;
A01455;Battista Aldi;yes;;;;;
A01575;Alessandro Alessandrini;no;Q21505044;Alessandro Alessandrini;botanist;[];it
A01575;Alessandro Alessandrini;no;Q133072293;Alessandro Alessandrini;1888-1963;[];it
A01575;Alessandro Alessandrini;no;Q48806496;Alessandro Alessandrini;Italian politician (1891-1963);[];it
A01575;Alessandro Alessandrini;no;Q52482967;"ALESSANDRO ALESSANDRINI; 1888-1963";scientific article published in January 1963;[];it
A01604;Gioacchino Alessandroni;no;;;;;
A01958;Enrico Allera;no;;;;;
A02522;Francesco Ambrosic;no;;;;;
A02625;Paride Ameri;no;;;;;
A02791;Goffredo Amort;no;;;;;
A02804;Ivan Amulic;no;Q17462893;Ivan Amulić;;[];it
A03066;Vittorio Andreini;no;;;;;
A03111;Francesco Andreoli;no;Q64760413;Francesco Andreoli;Roman Catholic bishop (1806-1875);[];it
A03111;Francesco Andreoli;no;Q137023594;Francesco Andreoli;;[];it
A03111;Francesco Andreoli;no;Q91587258;Francesco Andreoli;researcher (ORCID 0000-0002-8645-9036);[];it
A03111;Francesco Andreoli;no;Q89536873;Francesco Andreoli;researcher (ORCID 0000-0002-1282-0757);[];it
A03152;Luigi Andreoni;no;Q506085;Luis Andreoni;engineer and architect from Italy known for work in Uruguay (1853-1936);['Luigi Andreoni'];it
A03222;Otello Luigi Andri;no;;;;;
A03222;Otello Andri;yes;;;;;
A03222;Luigi Andri;yes;Q108510556;Luigi Andrianopoli;;[];it
A03222;Luigi Andri;yes;Q96254782;Luigi Andrioli;(1766-1838);[];it
A03265;Oreste Amalio Andrisano;no;;;;;
A03265;Oreste Andrisano;yes;Q103121933;Oreste Andrisano;;[];it
A03265;Amalio Andrisano;yes;;;;;
A03296;Giuseppe Anello;no;;;;;
A03584;Rinaldo Angelozzi;no;;;;;
A03598;Pasquale Angelucci;no;;;;;
A03609;Luigi Angelo Anghileri;no;;;;;
A03609;Luigi Anghileri;yes;;;;;
A03609;Angelo Anghileri;yes;;;;;
A03629;Giovanni Battista Angiolini;no;;;;;
A03629;Giovanni Angiolini;yes;Q106085669;Giovanni Angiolini Trapanese;campaign manager from the Netherlands;[];it
A03629;Battista Angiolini;yes;;;;;
A03787;Arturo Ansaloni;no;;;;;
A03861;Carlo Antibo;no;;;;;
A03984;Antonio Antonelli;no;Q64733183;Antonio Antonelli;Roman Catholic bishop;[];it
A04096;Angelo Antonini;no;Q47504417;Angelo Antonini;researcher;[];it
A04114;Gaetano Emilio Antonini;no;;;;;
A04114;Gaetano Antonini;yes;;;;;
A04114;Emilio Antonini;yes;;;;;
A04115;Gino Antonini;no;Q26299925;Gino Antonini;actor;[];it
A04130;Paolo Antonini;no;Q102348980;Paolo Antonini;Ph.D. Università di Roma La Sapienza 2008;[];it
A04322;Galileo Appiani;no;;;;;
A04336;Pasquale Appugliesi;no;;;;;
A04347;Alfredo Aprile;no;;;;;
A04417;Giovanni Aramini;no;;;;;
A04469;Filippo Arbrile;no;;;;;
A04505;Teodorico Arcangeli;no;;;;;
A04636;Alfredo Ardizzone;no;;;;;
A04701;Salvatore Arena;no;Q59174836;Salvatore Arena;researcher ORCID ID = 0000-0003-0276-9211;[];it
A04701;Salvatore Arena;no;Q110371052;Salvatore Arena;Italian politician (1922-2010);[];it
A04701;Salvatore Arena;no;Q10367097;Salvador Arena;Brazilian businessman;['Salvatore Arena'];it
A04808;Serafino Ariani;no;;;;;
A04823;Giuseppe Ariè;no;;;;;
A04952;Corrado Armanni;no;;;;;
A05059;Santina Arnecchi;no;;;;;
A05325;Gaetano Ascani;no;;;;;
A05357;Alessio Ascolani;no;;;;;
A05494;Umberto Atrini;no;;;;;
A05634;Vincenzo Ausano;no;;;;;
A05692;Numa Avanzi;no;;;;;
A05788;Anacleto Avveduti;no;;;;;
B00048;Antonio Babini;no;Q3619203;Antonio Babini;;[];it
B00484;Giuseppina Badocchi;no;;;;;
B00613;Francesco Baglioni;no;Q134445185;Francesco Baglioni;(fl 1729–62).Italian bass and impresario;[];it
B00613;Francesco Baglioni;no;Q118611819;Francesco Baglioni;;[];it
B00909;Salvo Giuseppe Baitelli;no;;;;;
B00909;Salvo Baitelli;yes;;;;;
B00909;Giuseppe Baitelli;yes;;;;;
B00925;Luigi Bajez;no;;;;;
B01027;Lores Balboni;no;;;;;
B01040;Orlando Balciasserine;no;;;;;
B01251;Arnaldo Baldi;no;;;;;
B01480;Luigi Baldocchi;no;;;;;
B01582;Renato Balducci;no;;;;;
B01584;Rolando Balducci;no;;;;;
B01622;Alessandro Balestra;no;;;;;
B01803;Andrea Ballerini;no;Q1119391;Andrea Ballerini;Italian motorcycle racer;[];it
B01905;Michele Balma;no;Q84080315;Michele Balma;researcher;[];it
B02102;Luigi Bandelli;no;;;;;
B02354;Delfo Baragli;no;;;;;
B02400;Achille Barani;no;;;;;
B02407;Antonio Baranovic;no;;;;;
B02495;Italo Barazzoni;no;;;;;
B02522;Gino Barbadoro;no;;;;;
B02534;Corrado Barbagallo;no;Q3694188;Corrado Barbagallo;Italian historian (1877–1952);[];it
B02615;Giacomo Barbarossa;no;;;;;
B02617;Pietro Barbarossa;no;;;;;
B02751;Teresio Barbero;no;;;;;
B02798;Draga Barbic;no;;;;;
B02844;Domenico Barbieri;no;Q87700982;Domenico Barbieri;;[];it
B02901;Luigi Barbieri;no;Q1045512;Luigi Barbieri;Italian footballer (1887-1931);[];it
B02901;Luigi Barbieri;no;Q123001318;Luigi Barbieri;Italian jurist and canonist (born 1954);[];it
B02901;Luigi Barbieri;no;Q56751624;Luigi Barbieri;Italian priest and historian (1827-1899);[];it
B02901;Luigi Barbieri;no;Q136401622;Luigi Barbieri;sentenced to death in France;[];it
B03241;Cesare Barenghi;no;;;;;
B03281;Alfiro Narciso Bargellini;no;;;;;
B03281;Alfiro Bargellini;yes;;;;;
B03281;Narciso Bargellini;yes;;;;;
B03323;Luigi Bargone;no;;;;;
B03495;Pietro Barni;no;;;;;
B03526;Beniamino Baron;no;;;;;
B03620;Albertina Baroni;no;;;;;
B03671;Luigi Baroni;no;Q110224731;Luigi Baroni;Italian Servite and literary (1766-1825);[];it
B03723;Sante Baronti;no;;;;;
B03920;Ermanno Bartellini;no;Q105845656;Ermanno Bartellini;;[];it
B03934;Angelo Bartocci;no;;;;;
B03938;Ferdinando Bartocci;no;;;;;
B04105;Ferruccio Bartolini;no;;;;;
B04251;Carlo Bartulli;no;;;;;
B04421;Giuseppe Basile;no;Q3770070;Giuseppe Basile;Italian politician (1886-1977);[];it
B04421;Giuseppe Basile;no;Q88338555;Giuseppe Basile;researcher (ORCID 0000-0002-7227-7821);[];it
B04421;Giuseppe Basile;no;Q112190797;Giuseppe Basile;;[];it
B04421;Giuseppe Basile;no;Q104614583;Giuseppe Basile;researcher ORCID 0000-0001-9602-4223;[];it
B04421;Giuseppe Basile;no;Q15651584;Giuseppe Basile;Italian art critic and historian (1942-2013);[];it
B04421;Giuseppe Basile;no;Q21541853;Giuseppe Basile;;[];it
B04421;Giuseppe Basile;no;Q21541857;Giuseppe Basile;;[];it
B04421;Giuseppe Basile;no;Q15651581;Giuseppe Basile;Wikimedia disambiguation page;[];it
B04697;Antonio Basso Bondini;no;;;;;
B04871;Sabatino Batazzi;no;;;;;
B04879;Agostino Batignani;no;;;;;
B04983;Celeste Battaini;no;;;;;
B05189;Giuseppe Battistulli;no;;;;;
B05207;Battolo;no;Q12081209;battology;"continual unnecessary reiteration of the same words; phrases; or ideas";[];it
B05576;Olinto Becherini;no;;;;;
B05759;Foscolo Carducci Beghi;no;;;;;
B05759;Foscolo Beghi;yes;;;;;
B05759;Carducci Beghi;yes;;;;;
B05767;Umberto Beghini;no;;;;;
B05902;Antonio Belfiore;no;;;;;
B05953;Azzo Bellaccini;no;;;;;
B05975;Luigi Bellagamba;no;;;;;
B05987;Giuseppe Bellan;no;Q1402650;Giuseppe Mario Bellanca;Italian-American airplane designer (1886-1960);['Giuseppe Bellanca'];it
B05987;Giuseppe Bellan;no;Q63452705;Giuseppe Bellandi;Italian politician;[];it
B05987;Giuseppe Bellan;no;Q11924298;Giuseppe Bellantoni;Italian baritone (1880-1946);[];it
B05987;Giuseppe Bellan;no;Q16560636;Giuseppe Bellandi;;[];it
B05987;Giuseppe Bellan;no;Q116959955;Giuseppe Bellantoni;Italian lawyer and jurist (born 1948);[];it
B05987;Giuseppe Bellan;no;Q108914177;Giuseppe Bellandi;Italian management expert;[];it
B06187;Battista Belli;no;;;;;
B06736;Adamo Beltrame;no;;;;;
B06800;Santo Giuseppe Beltrami;no;;;;;
B06800;Santo Beltrami;yes;;;;;
B06800;Giuseppe Beltrami;yes;Q371783;Giuseppe Beltrami;Catholic cardinal (1889–1973);[];it
B06814;Santo Beltramini;no;;;;;
B06877;Pietro Bena;no;Q18629885;Pietro Benassi;Italian ambassador;[];it
B06920;Gastone Benassi;no;;;;;
B06975;Pietro Bencetti;no;;;;;
B07036;Ubaldo Bendandi;no;;;;;
B07040;Girolamo Bendazzi;no;;;;;
B07044;Oreste Bendia;no;;;;;
B07386;Antonio Benini;no;Q109854739;Antonio Benini;Italian painter (1835 - 1911);[];it
B07386;Antonio Benini;no;Q28147480;Antonio Benini;;[];it
B07594;Filippo Benvenuti;no;;;;;
B07805;Antonio Beretta;no;Q3619251;Antonio Beretta;Italian mayor (1808–1891);[];it
B08360;Giovanni Battista Bernardis;no;;;;;
B08360;Giovanni Bernardis;yes;;;;;
B08360;Battista Bernardis;yes;;;;;
B08578;Joe Berra;no;;;;;
B08711;Silvio Berta;no;Q26272866;Silvio Bertani;Italian association football player;[];it
B08869;Angelo Bertelle;no;;;;;
B08948;Angelo Berti;no;Q52813531;Angelo Berti;"professional institute in Verona; Verona; Veneto; Italy";[];it
B08948;Angelo Berti;no;Q102289131;Angelo Berti;;[];it
B08948;Angelo Berti;no;Q52812563;Angelo Berti Di Soave;"professional institute in Soave; Verona; Veneto; Italy";[];it
B08948;Angelo Berti;no;Q52845851;Angelo Berti Serale;"professional institute in Verona; Verona; Veneto; Italy";[];it
B08948;Angelo Berti;no;Q39146148;Angelo Bertini;Italian engineer (1857 - 1915);[];it
B08948;Angelo Berti;no;Q3616889;Angelo Bertino Poli;French writer;[];it
B08948;Angelo Berti;no;Q139496973;Angelo Bertini;Italian artist (1783 - 1838);[];it
B08972;Ermanno Berti;no;;;;;
B08994;Giulio Berti;no;;;;;
B09133;Giuseppe Bertini;no;Q1408787;Giuseppe Bertini;Italian painter (1825-1898);[];it
B09133;Giuseppe Bertini;no;Q57063055;Giuseppe Bertini;researcher;[];it
B09133;Giuseppe Bertini;no;Q3770108;Giuseppe Bertini;Italian composer (1759-1852);[];it
B09133;Giuseppe Bertini;no;Q3770109;Giuseppe Bertini;Italian presbyter and partisan (1918-1944);[];it
B09133;Giuseppe Bertini;no;Q87182838;Giuseppe Bertini;Tuscan physician and historian (1772-1845);[];it
B09133;Giuseppe Bertini;no;Q114560141;Giuseppe Bertini;;[];it
B09133;Giuseppe Bertini;no;Q132860321;Giuseppe Bertini;;[];it
B09133;Giuseppe Bertini;no;Q132852231;Giuseppe Bertini;Italian painter (1797-1861);[];it
B09133;Giuseppe Bertini;no;Q132860111;Giuseppe Bertini;Italian historian and priest (born 1941);[];it
B09133;Giuseppe Bertini;no;Q3770107;Giuseppe Bertini;Wikimedia disambiguation page;[];it
B09169;Raimondo Napoleone Bertino;no;;;;;
B09169;Raimondo Bertino;yes;;;;;
B09169;Napoleone Bertino;yes;;;;;
B09322;Matteo Bertoldi;no;;;;;
B09342;Alberto Bertoli;no;Q41566778;Alberto Bertolino;"Italian librarian; teacher and journalist (1898-1978)";[];it
B09342;Alberto Bertoli;no;Q64578381;Alberto Bertolini;;[];it
B09806;Carlo Virgilio Besi;no;;;;;
B09806;Carlo Besi;yes;;;;;
B09806;Virgilio Besi;yes;;;;;
B09923;Angelo Betti;no;Q110168155;Angelo Betti;;[];it
B09923;Angelo Betti;no;Q55225614;Angelo Bettinelli;;[];it
B09923;Angelo Betti;no;Q107356603;Angelo Bettini;"Italian lawyer; politician and partisan (1893-1944)";[];it
B09923;Angelo Betti;no;Q55225615;Angelo Bettini;Italian Dominican theologian;[];it
B09923;Angelo Betti;no;Q122828746;Angelo Bettinazzi;;[];it
B09940;Domenico Betti;no;Q3034718;Domenico Bettini;Italian painter (1644-1705);[];it
B10077;Raffaele Bettoni;no;;;;;
B10195;Giovanni Bezic;no;;;;;
B10225;Nino Bezzi;no;;;;;
B10357;Pietro Biagini;no;Q1443371;Pietro Biagini;Italian footballer (born 1952);[];it
B10357;Pietro Biagini;no;Q118073822;Pietro Biagini;Italian physician (1795-1857);[];it
B10577;Chiarissimo Bianchi;no;;;;;
B10625;Flavio Bianchi;no;Q109287396;Flavio Bianchi;Italian footballer;[];it
B10713;Leonardo Bianchi;no;Q376593;Leonardo Bianchi;Italian neurologist (1848-1927);[];it
B10713;Leonardo Bianchi;no;Q16213091;Leonardo Bianchi;Italian footballer (born 1992);[];it
B10713;Leonardo Bianchi;no;Q108905825;Leonardo Bianchi;Swiss pathologist (1929-);[];it
B10713;Leonardo Bianchi;no;Q89605268;Leonardo Bianchi;dermatology researcher;[];it
B10713;Leonardo Bianchi;no;Q52953094;Leonardo Bianchi Ex Calasanzio;"kindergarten in Rome; Rome; Lazio; Italy";[];it
B10713;Leonardo Bianchi;no;Q102138761;Leonardo Bianchi (biomedical researcher);researcher ORCID 0000-0001-6100-0862;[];it
B10713;Leonardo Bianchi;no;Q52526645;Leonardo Bianchi and the doctrine of cerebral localizations;scientific article published in October 1950;[];it
B10713;Leonardo Bianchi;no;Q52527299;"Leonardo Bianchi; 1848-1927";scientific article published in July 1950;[];it
B11212;Biella;no;Q18021;Biella;Italian comune;[];it
B11212;Biella;no;Q15094;Province of Biella;province of Italy;['Biella'];it
B11212;Biella;no;Q221539;connecting rod;mechanical element that connect the piston to the crank or crankshaft;['Biella'];it
B11212;Biella;no;Q75134868;Biella;family name;[];it
B11212;Biella;no;Q3655294;Challenger Pulcra Lachiter Biella;tennis tournament;['Biella Challenger'];it
B11212;Biella;no;Q3573830;Biella Nuei;Spanish musical group from Aragón;[];it
B11212;Biella;no;Q3655302;Biella Challenger 2005;;[];it
B11212;Biella;no;Q3655299;Biella Challenger 2001;;[];it
B11212;Biella;no;Q3655300;Biella Challenger 2002;;[];it
B11212;Biella;no;Q3655301;Biella Challenger 2003;;[];it
B11212;Biella;no;Q3655307;2010 Canella Challenger;tennis tournament;['Biella Challenger 2010'];it
B11212;Biella;no;Q107020419;2021 Biella Challenger VII;tennis tournament;['Biella Challenger Outdoor VII 2021'];it
B11212;Biella;no;Q106832636;2021 Biella Challenger VI;tennis tournament;['Biella Challenger Outdoor VI 2021'];it
B11212;Biella;no;Q3655296;Biella Challenger 1999;;[];it
B11212;Biella;no;Q3655297;Biella Challenger 2000;;[];it
B11212;Biella;no;Q3655303;Biella Challenger 2006;;[];it
B11212;Biella;no;Q3655295;Biella Challenger 1998;;[];it
B11212;Biella;no;Q3886187;Orso RC;;['Biella Rugby Femminile'];it
B11212;Biella;no;Q105475813;2021 Biella Challenger Indoor II;tennis tournament;['Biella Challenger Indoor II 2021'];it
B11212;Biella;no;Q106916554;2021 Biella Challenger VI – doubles;2021 tennis event results;['Biella Challenger Outdoor VI 2021 - Doppio'];it
B11313;Antonio Biggi;no;Q98480174;Antonio Biggi;Italian sculptor;[];it
B11443;Paolo Bigoni;no;;;;;
B11603;Enrico Binda;no;;;;;
B11763;Aldo Biondi;no;;;;;
B11810;Pasquale Biondi;no;Q1230571;Pasquale Biondi;;[];it
B11970;Francesco Biscussi;no;;;;;
B12019;Ferdinando Bisiak;no;;;;;
B12554;Giacomo Giulio Carlo Boccara;no;;;;;
B12554;Giacomo Boccara;yes;;;;;
