cpc;qid;nom1;nom2;nac1;nac2;sex1;sex2;pais1;pais2;ciudad1;ciudad2;oficio1;oficio2;padre1;padre2;afil1;afil2;num_ent;alias;eval_birth;eval_name;eval_sex;eval_country;eval_city;eval_father;eval_occupation;eval_affiliation;eval_city2
A01548;Q5707094;Arturo Alessandri;Arturo Alessandri Rodríguez;1866;1895;m;m;Italia;Cile;Firenze;;intagliatore;avvocato|giurista;Antonio;Arturo;anarchico;avvocato cileno;6;;-1;1;1;-1;0;-1;-1;0;0.0
A01548;Q715088;Arturo Alessandri;Arturo Alessandri Besa;1866;1923;m;m;Italia;Cile;Firenze;Palacio de La Moneda;intagliatore;avvocato|giurista|politico;Antonio;Arturo;anarchico;politico cileno;6;;-1;1;1;-1;-1;-1;-1;0;0.36363636363636365
A01548;Q848;Arturo Alessandri;Arturo Alessandri Palma;1866;1868;m;m;Italia;Cile;Firenze;Longaví;intagliatore;avvocato|bibliotecario|politico|presidente della repubblica;Antonio;;anarchico;avvocato e politico cileno;6;Arturo Alessandri Palma;-1;1;1;-1;-1;0;-1;0;0.19999999999999996
A01575;Q133072293;Alessandro Alessandrini;Alessandro Alessandrini;1892;1888;m;m;Italia;;Nocera Umbra;;dottore;medico|professore universitario;Giuseppe;;antifascista;medico e docente universitario di igiene (1888-1963);4;;-1;1;1;0;0;0;1;0;0.0
A01575;Q21505044;Alessandro Alessandrini;Alessandro Alessandrini;1892;1953;m;m;Italia;;Nocera Umbra;;dottore;botanico;Giuseppe;;antifascista;botanico italiano (1953-);4;;-1;1;1;0;0;0;-1;0;0.0
A01575;Q48806496;Alessandro Alessandrini;Alessandro Alessandrini;1892;1891;m;m;Italia;Italia|Regno d'Italia;Nocera Umbra;Magione;dottore;politico;Giuseppe;;antifascista;politico italiano (1891-1963);4;;0;1;1;1;-1;0;-1;0;0.36363636363636365
A01646;Q114335936;Giuseppe Alessio;Giuseppe Alessio;1898;0;m;m;Italia;;Genova;;esercente osteria;;Domenico;;socialista;;5;;-1;1;1;0;0;0;0;0;0.0
A01646;Q139713880;Carlo Alessio;Carlo Alessio Pisani;1898;1711;m;;Italia;;Genova;;esercente osteria;giurista;Domenico;;socialista;Italian lawyer active in Malta;5;;-1;1;0;0;0;0;-1;0;0.0
A01646;Q59193584;Giuseppe Alessio;Giuseppe Alessio Nuzzo;1898;1989;m;m;Italia;Italia;Genova;San Felice a Cancello;esercente osteria;produttore cinematografico|regista cinematografico;Domenico;;socialista;regista, sceneggiatore e produttore cinematografico italiano;5;;-1;1;1;1;-1;0;-1;0;0.4
A01927;Q114106420;Vincenzo Allegri;Vincenzo Allegrini;1900;1989;m;m;Italia;Italia;Novi Ligure;Roma;manovale|operaio ff ss;filologo;Domenico;;socialista;filologo italiano (1989-);1;;-1;-1;1;1;-1;0;-1;0;0.33333333333333337
A02124;Q89931479;Giuseppe Altieri;Giuseppe Altieri;1892;1958;m;m;Italia;Italia;Arquà Polesine;Caivano;impiegato;agronomo|insegnante;Giovanni battista;;anarchico;agronomo italiano (1958-);1;;-1;1;1;1;-1;0;-1;0;0.4
A02213;Q131915410;Alessandro Alviani;Alessandro Alviani;1872;0;m;m;Italia;;Paliano;;muratore;giornalista;Vincenzo;;anarchico;Italian journalist;1;;-1;1;1;0;0;0;-1;0;0.0
A02325;Q64946248;Giuseppe Amadori;Giuseppe Amadori;1882;1670;m;m;Italia;;Cesena;;muratore;compositore;Domenico;;repubblicano;compositore;1;;-1;1;1;0;0;0;-1;0;0.0
A02430;Q133695388;Paolo Amato;Q133695388;1876;1597;m;;Italia;;Pietraroia;;macchinista ferroviere;artista;Giuseppe;;socialista;;14;;-1;-1;0;0;0;0;-1;0;0.0
A02430;Q134359323;Antonio Amato;Antonio Amato;1876;1926;m;m;Italia;;Pietraroia;;macchinista ferroviere;;Giuseppe;;socialista;docente di inglese;14;;-1;1;1;0;0;0;0;0;0.0
A02430;Q139234168;Antonio Amato;Q139234168;1876;1661;m;m;Italia;;Pietraroia;Messina;macchinista ferroviere;architetto|scalpellino|scultore;Giuseppe;;socialista;;14;;-1;-1;1;0;-1;0;-1;0;0.4444444444444444
A02430;Q3893701;Paolo Amato;Paolo Amato;1876;1954;m;m;Italia;Italia;Pietraroia;Ebolowa;macchinista ferroviere;giornalista|politico;Giuseppe;;socialista;politico e pubblicista italiano;14;;-1;1;1;1;-1;0;-1;0;0.4
A02430;Q54860411;Antonio Amato;Antonio Amato;1876;1901;m;m;Italia;Italia|Regno d'Italia;Pietraroia;San Cipriano Picentino;macchinista ferroviere;imprenditore;Giuseppe;;socialista;imprenditore italiano;14;;-1;1;1;1;-1;0;-1;0;0.5263157894736843
A02430;Q56254205;Antonio Amato;Antonio Amato;1876;1934;m;m;Italia;Italia;Pietraroia;Isole Tremiti;macchinista ferroviere;canottiere;Giuseppe;;socialista;canottiere italiano;14;;-1;1;1;1;-1;0;-1;0;0.4615384615384615
A02430;Q60312033;Antonio Amato;Antonio Amato;1876;0;m;m;Italia;;Pietraroia;;macchinista ferroviere;architetto;Giuseppe;;socialista;architetto italiano;14;;-1;1;1;0;0;0;-1;0;0.0
A02430;Q776669;Paolo Amato;Paolo Amato;1876;1634;m;m;Italia;Italia;Pietraroia;Ciminna;macchinista ferroviere;architetto;Giuseppe;;socialista;architetto italiano;14;;-1;1;1;1;-1;0;-1;0;0.4444444444444444
A02430;Q99508882;Antonio Amato;Antonio Amato;1876;1947;m;m;Italia;Italia;Pietraroia;;macchinista ferroviere;artista visuale;Giuseppe;;socialista;Italian visual artist;14;;-1;1;1;1;0;0;-1;0;0.0
A02513;Q388871;Mario Ambrosi;Mario Ambrosino;1897;1936;m;m;Italia;Italia;Trieste;Venezia;impiegato;attore|costumista|scenografo;Giuseppe;;comunista;scenografo italiano;3;;-1;-1;1;1;-1;0;-1;0;0.36363636363636365
A02513;Q93256911;Mario Ambrosi;Mario Ambrosino;1897;0;m;m;Italia;;Trieste;;impiegato;;Giuseppe;;comunista;;3;;-1;-1;1;0;0;0;0;0;0.0
A02513;Q95252538;Mario Ambrosi;Mario Ambrosius;1897;1959;m;m;Italia;;Trieste;Baden;impiegato;artista|fotografo;Giuseppe;;comunista;photographer;3;;-1;-1;1;0;-1;0;-1;0;0.33333333333333337
A02538;Q5371802;Emilio Ambrosini;Emilio Ambrosini;1874;1850;m;m;Italia;;Boara Polesine;Trieste;manovale;architetto;Francesco;;socialista;architetto italiano;1;;-1;1;1;0;-1;0;-1;0;0.5
A02564;Q61470184;Giovanni Ambrosino;Giovanni Ambrosino;1885;1959;m;m;Italia;Italia;San Giovanni a Teduccio;Pietradefusi;ferroviere|meccanico|operaio;regista cinematografico|sceneggiatore cinematografico;Luigi;;comunista;scrittore (1959-);1;;-1;1;1;1;-1;0;-1;0;0.42105263157894735
A02654;Q3638742;Giovanni Amici;Bernardino da Fossa;1879;1421;m;m;Italia;;San Rocco Campagna;Fossa;bracciante;predicatore;Francesco;;anarchico;religioso e scrittore italiano;3;Giovanni Amici;-1;1;1;0;-1;0;-1;0;0.4
A02654;Q60198021;Giovanni Amici;Giovanni Amici;1879;1860;m;m;Italia;Regno d'Italia;San Rocco Campagna;Grottaferrata;bracciante;politico;Francesco;;anarchico;politico italiano (1860-1921);3;;-1;1;1;1;-1;0;-1;0;0.34782608695652173
A02760;Q4015253;Vittorino Amoretti;Vittorino Amoretti;1895;1772;m;m;Italia;;Parma;San Pancrazio Parmense;fonditore;intagliatore|tipografo;Alfredo;;socialista;incisore e tipografo italiano;1;;-1;1;1;0;-1;0;-1;0;0.8
A02804;Q17462893;Ivan Amulic;Q17462893;1911;0;m;m;Yugoslavia;Russia;Konstaye;;facchino di porto;;Michele;;comunista;;1;;-1;-1;1;-1;0;0;0;0;0.0
A02954;Q114516484;Alessandro Andreani;Alessandro Andreani;1869;0;m;;Italia;;Fano;;domestico|muratore|nullatenente;ricercatore;Giovanni;;anarchico;researcher;2;;-1;1;0;0;0;0;-1;0;0.0
A02954;Q135386985;Alessandro Andreani;Alessandro Andreani;1869;1979;m;m;Italia;San Marino;Fano;;domestico|muratore|nullatenente;cestista;Giovanni;;anarchico;Sammarinese basketball player (born 1979);2;;-1;1;1;-1;0;0;-1;0;0.0
A03111;Q137023594;Francesco Andreoli;Q137023594;1872;0;m;m;Italia;;Gussago;;calzolaio;;Giuseppe;;anarchico;;4;;-1;-1;1;0;0;0;0;0;0.0
A03111;Q64760413;Francesco Andreoli;Francesco Andreoli;1872;1806;m;m;Italia;;Gussago;;calzolaio;sacerdote cattolico|vescovo cattolico;Giuseppe;;anarchico;vescovo cattolico;4;;-1;1;1;0;0;0;-1;0;0.0
A03111;Q89536873;Francesco Andreoli;Francesco Andreoli;1872;0;m;m;Italia;;Gussago;;calzolaio;ricercatore;Giuseppe;;anarchico;researcher (ORCID 0000-0002-1282-0757);4;;-1;1;1;0;0;0;-1;0;0.0
A03111;Q91587258;Francesco Andreoli;Francesco Andreoli;1872;0;m;m;Italia;;Gussago;;calzolaio;ricercatore;Giuseppe;;anarchico;researcher (ORCID 0000-0002-8645-9036);4;;-1;1;1;0;0;0;-1;0;0.0
A03152;Q506085;Luigi Andreoni;Luigi Andreoni;1868;1853;m;m;Italia;Regno d'Italia;Torino;Vercelli|Italia;ingegnere;architetto|ingegnere|pittore;Carlo;;antifascista;ingegnere italiano;1;Luigi Andreoni;-1;1;1;1;-1;0;1;0;0.33333333333333337
A03199;Q94684039;Augusto Andreucci;Augusto Andreucci;1888;1884;m;m;Italia;;Sappanico;;muratore;;Cesare;;repubblicano;;1;;-1;1;1;0;0;0;0;0;0.0
A03222;Q108510556;Luigi Andri;Luigi Andrianopoli;1903;0;m;m;Italia;Italia;Feletto Umberto;;operaio;;Enrico;;comunista;;4;;-1;-1;1;1;0;0;0;0;0.0
A03222;Q96254782;Luigi Andri;Luigi Andrioli;1903;1766;m;m;Italia;Svizzera;Feletto Umberto;Nizza;operaio;librettista|musicista|soldato|ufficiale;Enrico;;comunista;librettista, soldato, musicista, ufficiale;4;;-1;-1;1;-1;-1;0;-1;0;0.0
A03265;Q103121933;Oreste Andrisano;Oreste Andrisano;1886;0;m;;Italia;;Torino;;operaio;;Vincenzo;;anarchico;;3;;-1;1;0;0;0;0;0;0;0.0
A03386;Q89659601;Davide Angeli;Davide Angeli;1879;0;m;m;Germania;;Germania;;contadino|operaio;ricercatore;Giuseppe;;antifascista;researcher;1;;-1;1;1;0;0;0;-1;0;0.0
A03530;Q95886059;Giovanni Angella;Giovanni Angella;1885;1930;m;m;Italia;;Mignegno Di Pontremoli;;muratore;regista;Alessio;;antifascista;;1;;-1;1;1;0;0;0;-1;0;0.0
A03629;Q106085669;Giovanni Angiolini;Giovanni Angiolini Trapanese;1908;1973;m;m;Italia;Regno dei Paesi Bassi;Salò;;tornitore di legno;Campaign manager|lobbista;Carlo;;antifascista;campaign manager from the Netherlands;3;;-1;1;1;-1;0;0;-1;0;0.0
A03709;Q1348381;Pietro Anni;Pietro Annigoni;1895;1910;m;m;Italia;Italia|Regno d'Italia;Pompiano;Milano;fonditore meccanico;pittore|scultore;Noè;;antifascista;pittore italiano (1910-1988);5;;-1;-1;1;1;-1;0;-1;0;0.8
A03709;Q4361471;Pietro Anni;Pietro Annibale;1895;0;m;m;Italia;;Pompiano;Toscana;fonditore meccanico;architetto;Noè;;antifascista;architetto italiano;5;Pietro Annibale;-1;-1;1;0;-1;0;-1;0;0.4285714285714286
A03724;Q50375835;Vito Annicchiarico;Vito Annicchiarico;1895;1934;m;m;Italia;Italia;Castelnuovo Di Conza;Grottaglie;console ex;attore;Domenico;;;attore italiano (1934-2022);1;;-1;1;1;1;-1;0;-1;0;0.2857142857142857
A03984;Q64733183;Antonio Antonelli;Antonio Antonelli;1894;1641;m;m;Italia;;Longiano;;bracciante;diacono cattolico|sacerdote cattolico|vescovo cattolico;Ignoto;;comunista;vescovo cattolico (1641-1711);1;;-1;1;1;0;0;0;-1;0;0.0
A03985;Q108257945;Armando Antonelli;Armando Antonelli;1899;1886;m;m;Italia;Italia|Regno d'Italia;Gavorrano;Matelica;;compositore|organista;Antonio;;socialista;organista e compositore italiano (1886-1960);2;;-1;1;1;1;-1;0;0;0;0.2666666666666667
A03985;Q65607061;Armando Antonelli;Armando Antonelli;1899;1969;m;m;Italia;Italia;Gavorrano;Bologna;;filologo romanzo;Antonio;;socialista;filologo romanzo italiano (1969-);2;;-1;1;1;1;-1;0;0;0;0.3076923076923077
A04094;Q47504417;Angelo Antonini;Angelo Antonini;1896;0;m;m;Italia;;Vedano Olona;;operaio cementista;ricercatore;Antonio;;socialista;ricercatore;1;;-1;1;1;0;0;0;-1;0;0.0
A04096;Q47504417;Angelo Antonini;Angelo Antonini;1909;0;m;m;Italia;;Roma;;stuccatore;ricercatore;Ottavio;;comunista;ricercatore;1;;-1;1;1;0;0;0;-1;0;0.0
A04115;Q26299925;Gino Antonini;Gino Antonini;1907;0;m;m;Italia;;Cerreto Guidi;;calzolaio;attore|attore cinematografico;Domenico;;comunista;attore;1;;-1;1;1;0;0;0;-1;0;0.0
A04130;Q102348980;Paolo Antonini;Paolo Antonini;1906;0;m;m;Italia;;Roma;;pittore;;Adriana;;socialista;Ph.D. Università di Roma La Sapienza 2008;1;;-1;1;1;0;0;0;0;0;0.0
A04191;Q28716762;Francesco Antonucci;Francesco Antonucci;-1000;1999;m;m;Italia;Italia|Belgio;San Potito Sannitico;Charleroi;contadino;calciatore;Antonio;;antifascista;calciatore belga (1999-);1;;-1;1;1;1;-1;0;-1;0;0.3529411764705882
A04356;Q3770004;Giuseppe Aprile;Giuseppe Aprile;1898;1732;m;m;Italia;;Giulianova;Martina Franca;fabbro ferraio;cantante lirico|compositore|insegnante di canto;Domenico;;antifascista;compositore e cantante castrato italiano (1732-1813);1;;-1;1;1;0;-1;0;-1;0;0.4285714285714286
A04433;Q92425525;Marco Arata;Mark the Hammer;1901;1986;m;m;Italia;Italia;Ferriere;Genova;contadino;cantautore|musicista|polistrumentista|youtuber;Giovanni;;comunista;cantautore, polistrumentista e youtuber italiano (1986-);1;Marco Arata;-1;1;1;1;-1;0;-1;0;0.2857142857142857
A04471;Q108448209;Francesco Arca;Francesco Arcamoni;1879;0;m;m;Italia;;Palmi;;avvocato;sacerdote cattolico|vescovo cattolico;Rocco;;socialista;vescovo cattolico;14;;-1;-1;1;0;0;0;-1;0;0.0
A04471;Q1121086;Francesco Arca;Francesco Arcangeli;1879;1915;m;m;Italia;Italia|Regno d'Italia;Palmi;Bologna;avvocato;poeta|storico dell'arte;Rocco;;socialista;storico dell'arte e poeta italiano (1915-1974);14;;-1;-1;1;1;-1;0;-1;0;0.33333333333333337
A04471;Q113778491;Francesco Arca;Francesco Arcaria;1879;1961;m;m;Italia;Italia;Palmi;;avvocato;giurista;Rocco;;socialista;FrancescoArcaria;14;;-1;-1;1;1;0;0;1;0;0.0
A04471;Q123561043;Francesco Arca;Francesco Arcadi;1879;1964;m;m;Italia;;Palmi;;avvocato;;Rocco;;socialista;Canadian mobster;14;;-1;-1;1;0;0;0;0;0;0.0
A04471;Q15838886;Francesco Arca;Francesco Arca;1879;0;m;m;Italia;Italia;Palmi;;avvocato;;Rocco;;socialista;militare italiano;14;;-1;1;1;1;0;0;0;0;0.0
A04471;Q23926885;Francesco Arca;Francesco Arcangelo Paoli;1879;1571;m;m;Italia;;Palmi;Firenze;avvocato;compositore;Rocco;;socialista;;14;;-1;-1;1;0;-1;0;-1;0;0.2857142857142857
A04471;Q3749566;Francesco Arca;Francesco Arca;1879;1979;m;m;Italia;Italia;Palmi;Siena;avvocato;attore|modello|personaggio televisivo;Rocco;;socialista;attore, personaggio televisivo ed ex modello italiano (1979-);14;;-1;1;1;1;-1;0;-1;0;0.33333333333333337
A04471;Q3749568;Francesco Arca;Francesco Arcano;1879;1470;m;m;Italia;;Palmi;Cesena;avvocato;architetto|ingegnere;Rocco;;socialista;ingegnere e architetto italiano;14;;-1;-1;1;0;-1;0;-1;0;0.33333333333333337
A04471;Q63809002;Francesco Arca;Francesco Arcà;1879;1879;m;m;Italia;Regno d'Italia;Palmi;Palmi;avvocato;avvocato|politico;Rocco;;socialista;politico italiano;14;;1;1;1;1;1;0;1;0;1.0
A04471;Q872953;Francesco Arca;Francesco Arcangeli;1879;1737;m;m;Italia;;Palmi;Campiglio;avvocato;cuoco;Rocco;;socialista;assassino italiano (1737-1768);14;;-1;-1;1;0;-1;0;-1;0;0.6
A04471;Q96000276;Francesco Arca;Francesco Arcadio;1879;0;m;m;Italia;;Palmi;;avvocato;ricercatore;Rocco;;socialista;researcher;14;;-1;-1;1;0;0;0;-1;0;0.0
A04695;Q112414542;Paolo Arena;Paolo Arena;1911;1966;m;m;Italia;Italia;Palermo;Catania;professore;ingegnere elettronico|professore universitario;Ercole;;comunista;ingegnere elettronico italiano (1966-);2;;-1;1;1;1;-1;0;1;0;0.25
A04695;Q3893718;Paolo Arena;Paolo Arena;1911;1937;m;m;Italia;Italia|Regno d'Italia;Palermo;Misterbianco;professore;politico;Ercole;;comunista;politico italiano;2;;-1;1;1;1;-1;0;-1;0;0.36363636363636365
A04701;Q10367097;Salvatore Arena;Salvador Arena;1891;1915;m;m;Italia;;Catania;Tripoli;ferroviere ex;imprenditore;Ignazio;;socialista;Brazilian businessman;3;Salvatore Arena;-1;1;1;0;-1;0;-1;0;0.25
A04701;Q110371052;Salvatore Arena;Salvatore Arena;1891;1922;m;m;Italia;Italia|Regno d'Italia;Catania;Bagnara Calabra;ferroviere ex;politico;Ignazio;;socialista;politico italiano (1922-2010);3;;-1;1;1;1;-1;0;-1;0;0.5714285714285714
A04701;Q59174836;Salvatore Arena;Salvatore Arena;1891;0;m;m;Italia;;Catania;;ferroviere ex;ricercatore;Ignazio;;socialista;researcher ORCID ID = 0000-0003-0276-9211;3;;-1;1;1;0;0;0;-1;0;0.0
A04732;Q60313041;Giuseppe Arganini;Giuseppe Arganini;1867;0;m;m;Italia;;Calcinaia;;;;Luigi;;anarchico;;1;;-1;1;1;0;0;0;0;0;0.0
A05548;Q57294885;Stefano Atzeni;Stefano Atzeni;1910;1955;m;m;Italia;;Cagliari;Roma;bracciante;fisico|ricercatore;Onorato;;antifascista;ricercatore;1;;-1;1;1;0;-1;0;-1;0;0.33333333333333337
A05557;Q60728890;Francesco Atzori;Francesco Atzori;1899;0;m;m;Italia;;Santadi;;fonditore|guardia regia ex;ricercatore;Francesco;;antifascista;researcher ORCID ID = 0000-0002-8211-0363;1;;-1;1;1;0;0;0;-1;0;0.0
B00048;Q3619203;Antonio Babini;Antonio Babini;1894;1961;m;m;Italia;Italia;Castel Bolognese;Rimini;muratore;allenatore|pallavolista;Domenico;;antifascista;pallavolista e allenatore di pallavolo italiano;1;;-1;1;1;1;-1;0;-1;0;0.19999999999999996
B00059;Q113788552;Giuseppe Babini;Giuseppe Babini;1900;1887;m;m;Italia;Italia;Villanova Di Bagnacavallo;;bracciante;;Mario;;comunista;;1;;-1;1;1;1;0;0;0;0;0.0
B00064;Q45039636;Mario Babini;Mario Babini;1907;1956;m;m;Italia;Svizzera;Giovecca Di Lugo;;contadino|meccanico;politico;Pio;;comunista;politico svizzero;1;;-1;1;1;-1;0;0;-1;0;0.0
B00404;Q114405685;Giuseppe Badalamenti;Giuseppe Badalamenti;1871;0;m;;Italia;;Agrigento;;bracciante;ricercatore;Vincenzo;;socialista;researcher;1;;-1;1;0;0;0;0;-1;0;0.0
B00443;Q27942116;Giuseppe Badiali;Giuseppe Badiali;1900;1797;m;m;Italia;;Vicchio;Bologna;bracciante;pittore|scenografo;Antonio;;anarchico;pittore e scenografo;3;;-1;1;1;0;-1;0;-1;0;0.25
B00613;Q118611819;Francesco Baglioni;Francesco Baglioni;1884;0;m;m;Italia;;Fermo;;negoziante;autore;Luigi;;antifascista;autore;2;;-1;1;1;0;0;0;-1;0;0.0
B00613;Q134445185;Francesco Baglioni;Francesco Baglioni;1884;1729;m;m;Italia;;Fermo;;negoziante;cantante lirico|impresario teatrale;Luigi;;antifascista;basso e impresario italiano;2;;-1;1;1;0;0;0;-1;0;0.0
B00895;Q62292311;Giovanni Baisi;Giovanni da Baiso;1874;1320;m;m;Italia;;Carrara;Modena;scalpellino;intagliatore;Domenico;;anarchico;intagliatore italiano del XIV secolo;1;Giovanni Baisio;-1;-1;1;0;-1;0;-1;0;0.2857142857142857
B01015;Q100104196;Vittorio Balbo;Vittorio Amedeo Balbo Bertone;1890;1792;m;m;Italia;;Brà;Torino;muratore;diplomatico|inviato|militare;Giorgio;;antifascista;nobile e diplomatico italiano, conte di Sambuy;1;Vittorio Balbo Bertone di Sambuy;-1;-1;1;0;-1;0;-1;0;0.33333333333333337
B01331;Q132861931;Antonio Baldin;Q132861931;1891;1889;m;m;Italia;;Treviso;Boretto;bracciante;insegnante|mosaicista|pittore;Domenico;;comunista;direttore della Scuola mosaicisti del Friuli di Spilimbergo e docente di disegno decorativo (1889-1986);11;;-1;-1;1;0;-1;0;-1;0;0.5
B01331;Q132862050;Antonio Baldin;Antonio Baldini;1891;1955;m;m;Italia;;Treviso;;bracciante;sacerdote;Domenico;;comunista;sacerdote (1955-);11;;-1;-1;1;0;0;0;-1;0;0.0
B01331;Q134787869;Antonio Baldin;Antonio Baldino;1891;0;m;m;Italia;;Treviso;;bracciante;musicista jazz;Domenico;;comunista;;11;;-1;-1;1;0;0;0;-1;0;0.0
B01331;Q59342895;Antonio Baldin;Antonio Baldini;1891;1770;m;m;Italia;;Treviso;Roma;bracciante;sacerdote cattolico|vescovo cattolico;Domenico;;comunista;vescovo italiano (1770-1830);11;;-1;-1;1;0;-1;0;-1;0;0.4
B01331;Q599687;Antonio Baldin;Antonio Baldini;1891;1889;m;m;Italia;Italia|Regno d'Italia;Treviso;Roma;bracciante;critico letterario|giornalista|saggista|scrittore;Domenico;;comunista;scrittore, giornalista e saggista italiano (1889-1962);11;;-1;-1;1;1;-1;0;-1;0;0.4
B01331;Q647434;Antonio Baldin;Antonio Baldinucci;1891;1665;m;m;Italia;;Treviso;Firenze;bracciante;beato|missionario|sacerdote|sacerdote cattolico;Domenico;;comunista;gesuita italiano;11;Antonio Baldinucci;-1;-1;1;0;-1;0;-1;0;0.4
B01331;Q721501;Antonio Baldin;Sante Pagnini;1891;1470;m;m;Italia;;Treviso;Lucca;bracciante;orientalista;Domenico;;comunista;biblista italiano;11;Antonio Baldino Pagnini;-1;-1;1;0;-1;0;-1;0;0.0
B01331;Q77938962;Antonio Baldin;Antonio Baldini;1891;1950;m;m;Italia;Italia;Treviso;;bracciante;professore universitario|storico dell'antichità classica;Domenico;;comunista;storico dell'antichità italiano (1950-2015);11;;-1;-1;1;1;0;0;-1;0;0.0
B01331;Q89356799;Antonio Baldin;Antonio Baldini;1891;1958;m;m;Italia;;Treviso;Raiano;bracciante;professore universitario|ricercatore;Domenico;;comunista;ricercatore e professore universitario (1958-);11;;-1;-1;1;0;-1;0;-1;0;0.4444444444444444
B01358;Q132861931;Antonio Baldini;Q132861931;1900;1889;m;m;Italia;;Alfonsine;Boretto;bracciante;insegnante|mosaicista|pittore;Ignoto;;comunista;direttore della Scuola mosaicisti del Friuli di Spilimbergo e docente di disegno decorativo (1889-1986);8;;-1;-1;1;0;-1;0;-1;0;0.3076923076923077
B01358;Q132862050;Antonio Baldini;Antonio Baldini;1900;1955;m;m;Italia;;Alfonsine;;bracciante;sacerdote;Ignoto;;comunista;sacerdote (1955-);8;;-1;1;1;0;0;0;-1;0;0.0
B01358;Q59342895;Antonio Baldini;Antonio Baldini;1900;1770;m;m;Italia;;Alfonsine;Roma;bracciante;sacerdote cattolico|vescovo cattolico;Ignoto;;comunista;vescovo italiano (1770-1830);8;;-1;1;1;0;-1;0;-1;0;0.25
B01358;Q599687;Antonio Baldini;Antonio Baldini;1900;1889;m;m;Italia;Italia|Regno d'Italia;Alfonsine;Roma;bracciante;critico letterario|giornalista|saggista|scrittore;Ignoto;;comunista;scrittore, giornalista e saggista italiano (1889-1962);8;;-1;1;1;1;-1;0;-1;0;0.25
B01358;Q77938962;Antonio Baldini;Antonio Baldini;1900;1950;m;m;Italia;Italia;Alfonsine;;bracciante;professore universitario|storico dell'antichità classica;Ignoto;;comunista;storico dell'antichità italiano (1950-2015);8;;-1;1;1;1;0;0;-1;0;0.0
B01358;Q89356799;Antonio Baldini;Antonio Baldini;1900;1958;m;m;Italia;;Alfonsine;Raiano;bracciante;professore universitario|ricercatore;Ignoto;;comunista;ricercatore e professore universitario (1958-);8;;-1;1;1;0;-1;0;-1;0;0.4444444444444444
B01397;Q3870135;Giovanni Baldini;Nanni Baldini;1874;1975;m;m;Italia;Italia;Sogliano Al Rubicone;Roma;bracciante;dialoghista|doppiatore;Salvatore;;antifascista;doppiatore, direttore del doppiaggio e dialoghista italiano;1;Giovanni Baldini;-1;1;1;1;-1;0;-1;0;0.33333333333333337
B01432;Q350953;Pietro Baldini;Ernesto Buonaiuti;1866;1881;m;m;Italia;Regno d'Italia;Rosignano Marittimo;Roma;sarto;filosofo|professore universitario|sacerdote cattolico|scrittore|storico|teologo|teologo cattolico|traduttore;Francesco;;anarchico;presbitero, storico e antifascista italiano (1881-1946);2;Pietro Baldini;-1;1;1;1;-1;0;-1;0;0.6666666666666667
B01432;Q63965821;Pietro Baldini;Pietro Baldini;1866;1843;m;m;Italia;Regno d'Italia;Rosignano Marittimo;Bologna;sarto;avvocato|politico;Francesco;;anarchico;politico italiano;2;;-1;1;1;1;-1;0;-1;0;0.5714285714285714
B01646;Q3770049;Giuseppe Balestrazzi;Giuseppe Balestrazzi;1887;1893;m;m;Italia;Italia|Regno d'Italia;Anzola Dell'Emilia;Parma;calzolaio;giornalista|saggista;Raffaele;;antifascista;giornalista, attivista e saggista italiano;1;;-1;1;1;1;-1;0;-1;0;0.4
B01803;Q1119391;Andrea Ballerini;Andrea Ballerini;1869;1973;m;m;Italia;Italia;Carini;Firenze;avvocato;pilota motociclistico;Carlo;;socialista;pilota motociclistico italiano;1;;-1;1;1;1;-1;0;-1;0;0.36363636363636365
B01905;Q84080315;Michele Balma;Michele Balma;1884;0;m;m;Italia;;Torino;;benestante;ricercatore;Giovanni;;antifascista;researcher;1;;-1;1;1;0;0;0;-1;0;0.0
B02129;Q94406155;Paolo Bandiera;Paolo Bandiera;1916;1937;m;m;Italia;Italia;Ospedaletto Di Istriana;;manovale|muratore;architetto;Giobatta;;antifascista;;3;;-1;1;1;1;0;0;-1;0;0.0
B02157;Q13255343;Bruno Bandini;Bruno Bandini;1910;1889;m;m;Italia;Argentina;Faenza;Faenza;verniciatore;direttore d'orchestra|musicista;Balilla;;comunista;musicista e insegnante argentino;3;;-1;1;1;-1;1;0;-1;0;1.0
B02157;Q64939521;Bruno Bandini;Bruno Bandini;1910;1910;m;;Italia;Svizzera;Faenza;;verniciatore;direttore d'orchestra|strumentista;Balilla;;comunista;;3;;1;1;0;-1;0;0;-1;0;0.0
B02330;Q114437258;Giuseppe Baracco;Giuseppe Baracco;-1000;1843;m;m;;;;Finale Marina;;;;;;(Finalmarina 1843-10-08 - capitano marittimo.);2;;-1;1;1;0;0;0;0;0;0.0
B02330;Q93269796;Giuseppe Baracco;Giuseppe Baracconi;-1000;1846;m;m;;;;;;;;;;;2;;-1;-1;1;0;0;0;0;0;0.0
B02389;Q81901287;Marco Barale;Marco Barale;1889;2003;m;m;Italia;Italia;Saluzzo;Cuneo;manovale;atleta;Pietro;;anarchico;biatleta italiano;2;;-1;1;1;1;-1;0;-1;0;0.4444444444444444
B02389;Q92016501;Marco Barale;Marco Barale;1889;0;m;m;Italia;;Saluzzo;;manovale;ricercatore;Pietro;;anarchico;researcher (ORCID 0000-0003-3441-2014);2;;-1;1;1;0;0;0;-1;0;0.0
